twin	LOC
cities	LOC
this	O
weekend	O
?	O
i	O
will	O
help	O
pay	O
for	O
gas	O
.	O

i	O
'm	O
going	O
to	O
north	LOC
jersey	LOC
for	O
thanksgiving	O
on	O
wednesday	O
morning	O
the	O
21st	O
and	O
coming	O
back	O
saturday	O
.	O
i	O
have	O
two	O
more	O
seats	O
available	O
so	O
message	O
me	O
if	O
you	O
need	O
a	O
ride	O
!	O
i	O
go	O
up	O
81	O
so	O
i	O
could	O
drop	O
you	O
off	O
along	O
there	O
too	O

If	O
someone	O
gives	O
me	O
a	O
ride	O
back	O
to	O
gf	LOC
from	O
the	LOC
cities	LOC
on	O
Sunday	O
I	O
'll	O
pay	O
you	O
in	O
money	O
and	O
chocolate	O
.	O
-LRB-	O
I	O
'm	O
a	O
little	O
desperate	O
-RRB-	O

Is	O
anyone	O
headed	O
to	O
Myrtle	LOC
Beach	LOC
for	O
Thanksgiving	O
Break	O
.	O
Will	O
pay	O
for	O
gas	O

Is	O
anyone	O
going	O
to	O
Richmond	LOC
Thursday	O
the	O
18th	O
??	O
Looking	O
for	O
BU	LOC
to	O
MTL	LOC
after	O
7pm	O
today	O
,	O
1	O
spot	O

Need	O
a	O
ride	O
from	O
nova	LOC
-LRB-	LOC
tysons	LOC
-RRB-	LOC
to	O
VCU	LOC
on	O
Sunday	O
possibly	O
around	O
noon	O
!	O
$	O
provided	O

Anyone	O
need	O
a	O
ride	O
from	O
Orlando	LOC
down	O
to	O
south	LOC
florida	LOC
from	O
Orlando	LOC
on	O
Sunday	O
around	O
1	O
or	O
2	O
?	O

Driving	O
from	O
BU	LOC
to	O
OTTAWA	LOC
Thursday	O
,	O
October	O
10th	O

Going	O
to	O
London	LOC
tomorrow	O
,	O
Sat	O
.	O
18th	O
,	O
11ish	O
.	O
any	O
takers	O
?	O
4	O
seats	O
available	O

Driving	O
to	O
Stafford	LOC
on	O
Friday	O
-LRB-	O
6/5	O
-RRB-	O
around	O
2	O
pm	O
.	O
Passing	O
through	O
Fredericksburg	LOC
,	O
Charlottesville	LOC
,	O
and	O
some	O
other	O
places	O
along	O
81	O
and	O
64	O
.	O
Message	O
me	O
if	O
you	O
need	O
a	O
ride	O
.	O

Hey	O
people	O
!	O
I	O
am	O
going	O
to	O
be	O
doing	O
an	O
airport	LOC
run	O
on	O
Saturday	O
around	O
11:30	O
pm	O
if	O
anyone	O
else	O
needs	O
a	O
ride	O
back	O
to	O
Uconn	LOC

driving	O
back	O
to	O
uva	LOC
from	O
centreville	LOC
tomorrow	O
-LRB-	O
either	O
morning	O
or	O
evening	O
-RRB-	O
dont	O
know	O
yet	O
Last	O
call	O
,	O
one	O
seat	O
left	O
.	O
.	O

Tomorrow	O
at	O
11	O
from	O
fairfax	LOC
high	LOC
to	O
RVA	LOC
.	O
Message	O
me	O
.	O
.	O
-LRB-	O
girls	O
only	O
plz	O
-RRB-	O

Looking	O
for	O
a	O
ride	O
from	O
Richmond	LOC
to	O
Virginia	LOC
Beach	LOC
.	O
Gas	O
money	O
provided	O
!	O

Looking	O
to	O
get	O
a	O
ride	O
towards	O
bend/lapine	LOC
Sunday	O
early	O
to	O
meet	O
some	O
friends	O
for	O
snowboarding	O
.	O
Got	O
gas	O
money	O
n	O
your	O
welcome	O
to	O
tag	O
along	O
if	O
u	O
have	O
gear	O

I	O
'm	O
driving	O
from	O
the	LOC
757	LOC
area	LOC
-LRB-	O
specifically	O
Sandbridge	LOC
-RRB-	O
on	O
Sunday	O
afternoon	O
.	O
I	O
'm	O
going	O
to	O
take	O
460	LOC
west	LOC
so	O
message	O
me	O
if	O
you	O
need	O
a	O
ride	O
!	O

Anyone	O
going	O
from	O
NoVa	LOC
to	O
campus	LOC
today	O
?	O
I	O
'm	O
in	O
Lorton	LOC
-LRB-	LOC
Alexandria/Springfield	LOC
area	LOC
-RRB-	LOC
and	O
would	O
appreciate	O
a	O
ride	O
and	O
course	O
,	O
chip	O
in	O
for	O
gas	O
money	O
!	O
Please	O
message	O
me	O
,	O
trying	O
to	O
find	O
a	O
ride	O
asap	O
.	O

Anyone	O
going	O
to	O
Virginia	LOC
Beach	LOC
this	O
weekend	O
?	O
Gas	O
money	O
Provided	O
!	O

Going	O
to	O
rva	LOC
in	O
a	O
couple	O
of	O
hours	O
ga	O
$	O

Going	O
to	O
nova	LOC
-LRB-	LOC
Tysons	LOC
corner	LOC
-RRB-	LOC
on	O
Friday	O
the	O
22nd	O
at	O
9	O
am	O
.	O
Message	O
me	O
if	O
you	O
need	O
a	O
ride	O
!	O

I	O
know	O
it	O
's	O
a	O
little	O
late	O
but	O
I	O
'm	O
going	O
to	O
hampden	LOC
Sydney	LOC
in	LOC
FarmVille	LOC
VA	LOC
Tomorrow	O
for	O
the	O
weekend	O
.	O
If	O
you	O
wan	O
na	O
go	O
or	O
need	O
a	O
ride	O
somewhere	O
close	O
let	O
me	O
know	O
!	O
Also	O
close	O
to	O
longwood	LOC
university	LOC

Is	O
anyone	O
heading	O
from	O
Charlottesville	LOC
to	O
Blacksburg	LOC
on	O
Sunday	O
-LRB-	O
2/21	O
-RRB-	O
?	O
I	O
can	O
pay	O
gas	O
money	O

Anyone	O
leaving	O
Bing	LOC
and	O
going	O
to	O
Long	LOC
Island	LOC
this	O
Friday	O
?	O

is	O
anyone	O
driving	O
to	O
dc/day	LOC
glow	LOC
the	O
weekend	O
of	O
sept.	O
30	O
?	O

Late	O
notice	O
but	O
I	O
'm	O
leavin	O
for	O
nova	LOC
-LRB-	LOC
Herndon	LOC
-RRB-	LOC
tonight	O
around	O
7	O
ish	O
.	O
Hmu	O
if	O
you	O
need	O
a	O
ride	O

Going	O
to	O
NOVA	LOC
this	O
THURSDAY	O
at	O
2pm	O
.	O
Message	O
me	O
if	O
you	O
'd	O
like	O
a	O
ride	O
.	O
Dropping	O
of	O
at	O
the	LOC
East	LOC
Falls	LOC
Church	LOC
metro	LOC
.	O
Comment	O
here	O
if	O
you	O
're	O
having	O
trouble	O
messaging	O
me	O
.	O

Can	O
anyone	O
bring	O
me	O
to	O
the	LOC
Short	LOC
Pump	LOC
Apple	LOC
Store	LOC
on	O
Tuesday	O
?	O
I	O
have	O
to	O
bring	O
my	O
macbook	O
in	O
at	O
1:15	O
.	O

Anyone	O
going	O
to	O
RVA	LOC
from	O
Nova	LOC
next	O
week	O
Wednesday	O
or	O
Thursday	O
?	O

-LRB-	O
6/22	O
-6	O
/	O
23	O
-RRB-	O
anyone	O
know	O
someone	O
driving	O
from	O
nova	LOC
to	O
vcu	LOC
this	O
today	O
,	O
my	O
friend	O
needs	O
a	O
ride	O
gas	O
money	O
provided	O

Looking	O
for	O
a	O
ride	O
back	LOC
from	O
JMU	LOC
on	O
Sunday	O
.	O
Only	O
need	O
the	O
ride	O
back	O
to	O
VCU	LOC
,	O
and	O
I	O
'll	O
obviously	O
pitch	O
in	O
for	O
gas	O
money	O
.	O
Let	O
me	O
know	O
if	O
you	O
have	O
an	O
extra	O
seat	O
!	O
Thanks	O
!	O

Going	O
to	O
UVa	LOC
this	O
Friday	O
at	O
2pm	O
,	O
returning	O
Sunday	O
around	O
7pm	O
.	O
I	O
have	O
room	O
for	O
one	O
more	O
.	O

Going	O
to	O
UVa	LOC
for	O
Reading	O
Days	O
next	O
Thursday	O
around	O
dinner	O
time	O
,	O
returning	O
Sunday	O
around	O
7pm	O
.	O
I	O
have	O
room	O
for	O
4	O
passengers	O
.	O

Anyone	O
have	O
room	O
for	O
two	O
headed	O
to	O
NOVA	LOC
-LRB-	O
preferably	O
South	LOC
Riding/Chantilly	LOC
area	LOC
-RRB-	O
on	O
Thursday	O
-LRB-	O
March	O
5th	O
-RRB-	O
for	O
Spring	O
Break	O
?	O
We	O
will	O
pay	O
for	O
gas	O
and	O
provide	O
baked	O
goods	O
!!!	O

Anyone	O
going	O
to	O
virginia	LOC
beach	LOC
/	LOC
Hampton	LOC
roads	LOC
area	LOC
Thursday	O
night	O
or	O
Friday	O
?	O
Have	O
money	O
for	O
gas	O
plus	O
lots	O
of	O
snacks	O
if	O
needed	O
.	O

anyone	O
going	O
to	O
London	LOC
March	O
12th	O
?	O

Driving	O
to	O
Clemson	LOC
this	O
weekend	O
and	O
leaving	O
Friday	O
at	O
noon	O
and	O
returning	O
on	O
Sunday	O
most	O
likely	O
at	O
noon	O
if	O
anyone	O
would	O
like	O
a	O
ride	O
either	O
way	O
!	O

Anyone	O
heading	O
towards	O
NYC	LOC
and	O
are	O
planning	O
on	O
going	O
through	O
Rockland	LOC
County	LOC
?	O
I	O
could	O
use	O
a	O
ride	O
there	O
for	O
this	O
weekend	O
.	O
I	O
can	O
chip	O
in	O
for	O
gas	O
if	O
needed	O

Driving	O
to	O
Nova	LOC
-LRB-	LOC
woodbridge	LOC
area	LOC
-RRB-	LOC
Saturday	O
night	O
.	O
message	O
me	O
if	O
interested	O

HEY	O
!	O
Would	O
anyone	O
be	O
willing	O
to	O
give	O
my	O
boyfriend	O
and	O
I	O
a	O
ride	O
to	O
king	LOC
's	LOC
dominion	LOC
around	O
7	O
?	O
Just	O
a	O
ride	O
there	O
-LRB-	O
we	O
have	O
a	O
ride	O
back	O
-RRB-	O
and	O
I	O
'll	O
pay	O
for	O
gas	O
!	O
Quick	O
way	O
to	O
make	O
a	O
few	O
extra	O
bucks	O
!	O

Hello	O
,	O
is	O
anyone	O
driving	O
from	O
Nova	LOC
to	O
VCU	LOC
today	O
?	O
Gas	O
money	O
can	O
be	O
provided	O

Looking	O
for	O
a	O
ride	O
Friday	O
around	O
12ish	O
or	O
afternoon	O
time	O
back	O
from	O
NOVA	LOC
back	O
to	O
Blacksburg	LOC
!	O
Let	O
me	O
know	O
!	O

Leaving	O
for	O
NOVA	LOC
-LRB-	LOC
McLean/Tyson	LOC
's	LOC
area	LOC
-RRB-	LOC
tomorrow	O
9/24	O
after	O
3ish	O
and	O
have	O
1	O
seat	O
open	O
,	O
20	O
$	O
for	O
gas	O
,	O
message	O
me	O
if	O
you	O
need	O
a	O
ride	O

Driving	O
to	O
JMU	LOC
and	O
then	O
to	O
Newport	LOC
News	LOC
-LRB-	O
can	O
drop	O
off	O
at	O
CNU	LOC
-RRB-	O
on	O
Friday	O
the	O
20th	O
and	O
returning	O
Sunday	O
evening	O
!	O
Two	O
seats	O
available	O
.	O

anyone	O
going	O
back	O
to	O
nova	O
around	O
sunday	O
?	O
I	O
need	O
a	O
ride	O
and	O
can	O
pay	O
for	O
gas	O
money	O

Anyone	O
going	O
to	O
DC	LOC
or	LOC
Maryland	LOC
for	O
the	O
weekend	O
of	O
Easter	O
?	O
Gas	O
money	O
provided	O
!	O

Need	O
a	O
ride	O
to	O
Glen	LOC
Allen	LOC
and	O
back	O
Heading	O
to	O
Raleigh/Youngsville	LOC
NC	LOC
area	LOC
around	O
noon	O
on	O
Friday	O
the	O
third	O
.	O
Ca	O
n't	O
give	O
a	O
ride	O
back	O
from	O
spring	O
break	O
,	O
but	O
can	O
definitely	O
get	O
you	O
to	O
that	O
area	O
.	O

Driving	O
to	O
Roanoke	LOC
tomorrow	O
afternoon	O
.	O
If	O
anyone	O
needs	O
a	O
ride	O
message	O
me	O
!	O

Is	O
anyone	O
going	O
home	O
the	O
weekend	O
of	O
December	O
3rd	O
?	O
we	O
are	O
throwing	O
my	O
mom	O
a	O
surprise	O
party	O
and	O
I	O
'd	O
love	O
to	O
be	O
there	O
.	O
I	O
will	O
pay	O
for	O
gas	O
.	O
Please	O
let	O
me	O
know	O
!	O

Looking	O
for	O
a	O
ride	O
to	O
Richmond	LOC
on	O
either	O
the	O
3rd	O
or	O
the	O
4th	O
.	O
Will	O
pay	O
gas	O
$	O
!	O

Looking	O
for	O
a	O
ride	O
from	O
nova	LOC
-LRB-	LOC
kingstowne/Alexandria	LOC
area	LOC
-RRB-	LOC
to	O
vcu	LOC
sometime	O
today	O
,	O
will	O
throw	O
for	O
gas	O
!	O

Anyone	O
heading	O
to	O
nova	LOC
either	O
this	O
evening	O
or	O
early	O
tomorrow	O
morning	O
?	O
Will	O
provide	O
gas	O
.	O

Driving	O
Exeter	LOC
to	O
Taunton	LOC
and	O
back	O
,	O
Tuesday	O
morning	O
and	O
Wednesday	O
evening	O
.	O

Is	O
anyone	O
going	O
to	O
UVA	LOC
this	O
Friday	O
at	O
or	O
after	O
2pm	O
and	O
returning	O
Sunday	O
?	O
I	O
can	O
certainly	O
help	O
pay	O
for	O
gas	O
.	O

need	O
a	O
ride	O
to	O
UCF	LOC
on	O
saturday	O
april	O
,	O
27th	O
.	O
I	O
live	O
in	O
melbourne	LOC
,	O
but	O
anyone	O
that	O
is	O
taking	O
95	O
back	O
to	O
UCF	LOC
would	O
be	O
able	O
to	O
help	O
me	O
out	O
.	O
Will	O
provide	O
gas	O
$	O
$	O
$	O

Anyone	O
driving	O
to	O
Hampton	LOC
VA	LOC
-LRB-	LOC
Newport	LOC
News	LOC
area	LOC
-RRB-	LOC
this	O
Friday	O
the	O
4th	O
?????	O

Looking	O
for	O
BU-Montreal	LOC
the	O
17th	O
at	O
four	O
!	O
One	O
spot	O
.	O
Thanks	O

Going	O
to	O
NOVA	LOC
-LRB-	LOC
ffx/chantilly/gmu	LOC
area	LOC
-RRB-	LOC
tomorrow	O
-LRB-	O
Friday	O
-RRB-	O
afternoon	O
and	O
coming	O
back	O
Saturday	O
if	O
anyone	O
needs	O
a	O
ride	O
to	O
or	O
from	O
there	O
,	O
let	O
me	O
know	O
!	O

is	O
anyone	O
driving	O
to	O
VIRGINIA	LOC
TECH	LOC
on	O
Saturday	O
??	O
i	O
will	O
pay	O
gas	O
money	O
and	O
can	O
leave	O
anytime	O

Looking	O
for	O
BU	LOC
to	O
New	LOC
Hampshire	LOC
or	O
Vermont	O
Friday	O
the	O
9th	O
.	O

I	O
'll	O
be	O
driving	O
home	O
to	O
Gloucester	LOC
,	LOC
VA	LOC
which	O
is	O
near	O
Yorktown	LOC
with	O
1	O
maybe	O
2	O
seats	O
in	O
my	O
truck	O
leaving	O
Thursday	O
afternoon	O
.	O
message	O
me	O
if	O
you	O
need	O
a	O
ride	O
.	O

headed	O
to	O
Blacksburg	LOC
this	O
thursday	O
night	O
,	O
stopping	O
in	O
Roanoke	LOC
along	O
the	O
way	O
if	O
anyone	O
needs	O
a	O
ride	O
to	O
either	O
place	O
.	O

Is	O
anyone	O
Returning	O
back	O
to	O
Orlando	LOC
on	O
the	O
March	O
9th	O
does	O
anyone	O
know	O
somebody	O
COMING	O
to	O
vcu	LOC
FROM	O
tech	LOC
?	O
my	O
boyfriend	O
would	O
love	O
a	O
ride	O
here	O

Looking	O
for	O
a	O
ride	O
to	O
NOVA	LOC
-LRB-	LOC
Woodbridge/Lorton	LOC
area	LOC
-RRB-	LOC
this	O
Thursday	O
.	O
Gas	O
money	O
provided	O

I	O
'm	O
driving	O
back	O
to	O
the	O
New	LOC
hartford/Utica	LOC
area	LOC
Next	O
Tuesday	O
for	O
Thanksgiving	O
around	O
3:30	O
.	O
I	O
'm	O
passing	O
through	O
the	LOC
Syracuse	LOC
area	LOC
and	O
have	O
room	O
for	O
3	O
people	O
.	O

Need	O
a	O
ride	O
back	O
from	O
NOVA	LOC
to	O
VT	LOC
on	O
Sunday	O
!	O
Is	O
anyone	O
leaving	O
Sunday	O
?	O
I	O
'll	O
chip	O
in	O
for	O
gas	O
money	O
!!!	O
I	O
have	O
a	O
test	O
Monday	O
morning	O
.	O

Is	O
anyone	O
heading	O
down	O
to	O
Pembroke	LOC
Pines	LOC
Saturday	O
morning/afternoon	O
?	O

is	O
there	O
anyone	O
going	O
to	O
Charlotte	LOC
,	LOC
NC	LOC
or	O
passing	O
through	O
the	LOC
city	LOC
this	O
week	O
?	O

anyone	O
going	O
to	O
tech	LOC
from	O
hampton	LOC
roads	LOC
area	LOC
tomorrow	O
?	O

Looking	O
for	O
a	O
ride	O
from	O
NOVA/DC	LOC
back	O
to	O
blacksburg	LOC
sometime	O
between	O
aug.	O
4-6	O
,	O
will	O
pay	O
for	O
gas	O

Looking	O
for	O
a	O
ride	O
to	O
Purcellville/Round	LOC
Hill	LOC
area	LOC
-LRB-	O
10/21	O
-RRB-	O
and	O
back	O
-LRB-	O
10/23	O
-RRB-	O
.	O

Looking	O
for	O
a	O
ride	O
from	O
Tech	LOC
to	O
Round	LOC
Hill	LOC
or	O
Purcellville	LOC
area	LOC
in	LOC
Loudoun	LOC
county	LOC
.	O
Even	O
better	O
,	O
if	O
there	O
's	O
a	O
ride	O
to	O
Winchester	LOC
,	O
that	O
'd	O
be	O
best	O
.	O
I	O
'll	O
definitely	O
chip	O
in	O
for	O
gas	O
.	O
Need	O
to	O
leave	O
after	O
2:15	O
on	O
Friday	O
,	O
10/21	O
;	O
would	O
like	O
to	O
leave	O
at	O
3:00	O
or	O
later	O
on	O
Sunday	O
,	O
10/23	O
.	O
If	O
you	O
can	O
drive	O
there	O
and	O
back	O
on	O
those	O
dates	O
,	O
let	O
me	O
know	O
.	O
Thanks	O
again	O
.	O

going	O
from	O
nova	LOC
to	O
Blacksburg	LOC
Sunday	O
between	O
1-3	O
PM	O
if	O
anyone	O
needs	O
a	O
ride	O

Looking	O
for	O
a	O
ride	O
back	O
up	O
from	O
Miami/Fort	LOC
Lauderdale	LOC
this	O
upcoming	O
weekend	O
Sunday	O
or	O
Monday	O
is	O
fine	O
with	O
me	O
.	O
Will	O
chip	O
in	O
for	O
gas	O

Anyone	O
going	O
to	O
WM	LOC
Friday	O
-LRB-	O
4/1	O
-RRB-	O
or	O
Saturday	O
-LRB-	O
4/2	O
-RRB-	O
and	O
coming	O
back	O
Sunday	O
?	O
Gas	O
$	O
$	O
$	O
provided	O
!	O

I	O
'm	O
driving	O
return	O
from	O
exeter	LOC
to	O
Bristol	LOC
tomorrow	O
evening	O
,	O
and	O
the	O
same	O
route	O
this	O
Friday	O
morning	O
returning	O
this	O
Sunday	O
evening	O
.	O
Let	O
me	O
know	O
if	O
you	O
're	O
interested	O
.	O

Looking	O
for	O
a	O
ride	O
to	O
the	LOC
Cities	LOC
Wednesday	O
April	O
1st	O
.	O
Will	O
help	O
with	O
gas	O
.	O

Going	O
up	O
to	O
Fairfax	LOC
-LRB-	LOC
22031	LOC
-RRB-	LOC
on	O
6/17	O
-LRB-	O
anytime	O
before	O
5	O
,	O
pre	O
flexible	O
with	O
time	O
-RRB-	O
and	O
back	O
to	O
blacksburg	LOC
6/19	O
-LRB-	O
late	O
at	O
night	O
-RRB-	O
20	O
$	O
each	O
way	O

Going	O
down	O
to	O
pines	LOC
/	LOC
fort	LOC
Lauderdale	LOC
in	O
a	O
few	O
hours	O
.	O
Call	O
or	O
text	O
me	O
at	O
-LRB-954-RRB-376-9122	O
if	O
you	O
're	O
interested	O
but	O
I	O
'm	O
planning	O
on	O
leaving	O
soon	O
!	O

Leaving	O
montreal	LOC
-LRB-	LOC
metro	LOC
longueuil	LOC
-RRB-	LOC
on	O
sunday	O
at	O
8pm	O
to	O
sherbrooke/lennoxville	LOC
.	O
15	O
$	O
inbox	O

anyone	O
driving	O
to	O
Bristol	LOC
this	O
friday	O
or	O
saturday	O
?	O

is	O
anyone	O
going	O
anywhere	O
in	O
the	LOC
ny/nj	LOC
area	LOC
this	O
thursday	O
-LRB-	O
the	O
16th	O
-RRB-	O
?	O
i	O
'll	O
help	O
with	O
gas	O
!	O

Driving	O
to	O
NOVA	LOC
from	O
Richmond	LOC
today	O
-LRB-	O
4/18/14	O
-RRB-	O
around	O
7	O
PM	O
and	O
returning	O
to	O
Richmond	LOC
on	O
Sunday	O
-LRB-	O
4/20/14	O
-RRB-	O
around	O
10	O
PM	O
.	O
I	O
can	O
take	O
up	O
to	O
two	O
people	O
.	O
Please	O
message	O
703.340.6473	O
if	O
you	O
need	O
a	O
ride	O
.	O

Anyone	O
heading	O
to	O
Broward	LOC
county	LOC
area	LOC
July	O
3rd	O
?	O

Anyone	O
going	O
to	O
JMU	LOC
for	O
halloween	O
?	O
Leaving	O
Friday	O
,	O
returning	O
Sunday	O
?	O
I	O
can	O
help	O
with	O
gas	O
money	O
.	O

Anyone	O
need	O
a	O
ride	O
from	O
the	LOC
Charlotte	LOC
airport	LOC
Monday	O
-LRB-	O
10th	O
-RRB-	O
home	O
to	O
USC	LOC
around	O
11:30	O
am	O
??	O
My	O
flight	O
lands	O
at	O
11:20	O
am	O
...	O
I	O
do	O
have	O
my	O
ESA	O
puppy	O
flying	O
with	O
me	O
so	O
he	O
'll	O
be	O
in	O
the	O
car	O
home	O
in	O
case	O
youre	O
allergic	O
to	O
puppers	O

Looking	O
for	O
BU	LOC
to	O
Toronto	LOC
Thursday	O
may	O
15	O
after	O
4pm	O

Anyone	O
going	O
to	O
charlottesville	LOC
this	O
friday	O
10th	O
?	O

Driving	O
down	O
from	O
UCF	LOC
to	O
Pembroke	LOC
Pines	LOC
-LRB-	LOC
south	LOC
Florida	LOC
-RRB-	LOC
either	O
Thursday	O
or	O
Friday	O
and	O
coming	O
back	O
up	O
Tuesday	O
morning	O
.	O
Need	O
people	O
to	O
help	O
with	O
gas	O
so	O
I	O
can	O
make	O
the	O
trip	O
_	O
Ù	O
÷	O

If	O
anyone	O
is	O
coming	O
back	O
from	O
Richmond	LOC
to	O
Charlottesville	LOC
on	O
Monday	O
3/02	O
night	O
-LRB-	O
like	O
after	O
10pm	O
-RRB-	O
and	O
would	O
be	O
able	O
to	O
give	O
me	O
a	O
ride	O
I	O
will	O
pay	O
for	O
an	O
entire	O
tank	O
of	O
gas	O
!	O
Please	O
let	O
me	O
know	O
!!	O

Is	O
anyone	O
going	O
to	O
Charlottesville	LOC
this	O
thursday	O
or	O
friday	O
and	O
coming	O
back	O
on	O
sunday	O
?	O

Hey	O
guys	O
!	O
I	O
'm	O
looking	O
for	O
BU	LOC
to	O
Mtl	LOC
this	O
coming	O
Friday	O
the	O
23rd	O
leaving	O
around	O
1:30	O
.	O
Also	O
looking	O
for	O
Sunday	O
25th	O
from	O
Mtl	LOC
to	O
BU	LOC
at	O
around	O
5PM	O
.	O

Looking	O
for	O
a	O
ride	O
from	O
BU	LOC
or	O
Sherbrook	LOC
centre	LOC
ville	LOC
to	O
Toronto	LOC
.	O
Tuesday	O
,	O
November	O
4th	O
.	O
Anytime	O
after	O
1pm	O
.	O

i	O
smell	O
like	O
poop	O
Driving	O
to	O
London	LOC
via	LOC
Bristol	LOC
on	O
Saturday	O
22nd	O
.	O
Either	O
return	O
same	O
day	O
or	O
Sunday	O
night	O

Driving	O
to	O
Tech	LOC
this	O
Friday	O
at	O
around	O
4	O
and	O
leaving	O
on	O
Saturday	O
at	O
around	O
4/5	O
!	O
Message	O
me	O
if	O
you	O
want	O
a	O
ride	O
.	O

Heading	O
to	O
RVA	LOC
tomorrow	O
-LRB-	O
Monday	O
-RRB-	O
from	O
Burke/Springfield	LOC
area	LOC
around	O
7pm	O
!	O

Looking	O
for	O
BU	LOC
to	O
Montreal	LOC
-	O
Monday	O
Aug	O
3	O
any	O
time	O
in	O
the	O
morning	O
or	O
early	O
afternoon	O
.	O
Inbox	O
please	O
.	O

Offer	O
:	O
BU	LOC
-	O
MTL	LOC
-LRB-	O
Longueuil	LOC
or	O
Panama	LOC
-RRB-	O
tomorrow	O
-LRB-	O
21st	O
-RRB-	O
around	O
noon	O
.	O
$	O
10	O

Would	O
someone	O
be	O
willing	O
to	O
drive	O
me	O
to	O
short	LOC
pump	LOC
today	O
?	O
I	O
'm	O
leaving	O
Thursday	O
the	O
9th	O
by	O
12	O
to	O
head	O
to	O
the	LOC
757	LOC
and	O
coming	O
back	O
around	O
5ish	O
on	O
the	O
12th	O
.	O
I	O
have	O
one	O
seat	O
left	O
.	O
Message	O
me	O
.	O

I	O
'm	O
driving	O
from	O
NoVA	LOC
to	O
Virginia	LOC
Tech	LOC
tomorrow	O
-LRB-	O
Thursday	O
-RRB-	O
and	O
heading	O
back	O
sometime	O
on	O
Sunday	O
.	O
Let	O
me	O
know	O
if	O
you	O
need	O
a	O
ride	O
.	O

I	O
'm	O
driving	O
to	O
Williamsburg	LOC
from	O
Cville	LOC
on	O
Friday	O
afternoon	O
and	O
returning	O
sometime	O
on	O
Sunday	O
.	O
I	O
am	O
willing	O
to	O
stop	O
